chr10	2568610	2568725	2568610	2568725	5911	5911	6039	6056	2	6	0	+	31	6	6	50	0	0	0
chr10	6641417	6641600	6641417	6641600	5929	5937	6034	6037	3	11	0	-	11	6	6	1	0	0	0
chr10	18927722	18927723	18927728	18927728	5183	5183	6049	6051	12	12	0	+	24	11	11	1	1	5567	5566
chr10	23553113	23553130	23553113	23553130	2649	2649	6054	6058	10	14	4	-	30	17	17	13	0	0	0
chr10	25418758	25418769	25418758	25418769	1	1	6045	6046	1	5	4	-	21	11	11	0	0	0	0
chr10	32640762	32640865	32640762	32640865	5910	5911	6033	6033	5	7	0	-	8	8	8	18	0	0	0
chr10	38956089	38956089	38956093	38956094	4140	4140	6055	6059	1	17	0	+	34	6	6	1	1	4837	5453
chr10	39359895	39360234	39359895	39360234	5237	5237	6042	6042	7	7	0	+	17	7	7	1	1	5765	5769
chr10	39340923	39340923	39340923	39340923	5237	5237	6042	6042	5	5	0	+	17	7	7	1	1	5765	5769
chr10	42223778	42223778	42223778	42223778	5283	5283	6058	6059	7	7	0	+	33	6	6	52	0	0	0
chr10	58170090	58170330	58170090	58170330	5904	5904	6025	6025	2	5	0	+	0	10	10	14	0	0	0
chr10	65081731	65081750	65081731	65081750	5985	5986	6035	6035	7	7	0	-	10	9	9	4	0	0	0
chr10	79589245	79589431	79589245	79589431	5938	5938	6033	6033	2	5	0	+	8	6	6	16	0	0	0
chr10	89783786	89784025	89783786	89784025	5904	5905	6032	6032	5	6	0	-	7	15	15	29	0	0	0
chr10	111257658	111257953	111257658	111257953	5713	5713	6033	6033	7	11	0	+	8	15	16	28	0	0	0
chr10	123293627	123293632	123293627	123293632	5868	5868	6034	6035	4	5	0	+	9	6	6	447	0	0	0
chr11	1282212	1282497	1282212	1282497	5901	5901	6044	6048	7	8	0	+	19	18	18	1	0	0	0
chr11	1613055	1613055	1613055	1613055	5921	5933	6051	6051	3	5	0	-	26	8	8	0	0	0	0
chr11	14036910	14037103	14036910	14037103	5932	5932	6042	6043	3	5	0	-	17	9	9	0	0	0	0
chr11	15358699	15358699	15358699	15358699	4668	4668	6054	6057	12	12	0	+	30	16	16	180	1	5541	5549
chr11	20228655	20228989	20228655	20228989	5794	5794	6047	6047	1	7	0	-	22	10	11	0	0	0	0
chr11	24573767	24573767	24573767	24573767	5897	5897	6058	6058	7	7	0	-	33	6	6	17	0	0	0
chr11	24780860	24781070	24780860	24781070	5948	5948	6035	6035	2	5	0	-	10	8	8	0	0	0	0
chr11	33648577	33648593	33648577	33648593	4430	4430	6057	6059	15	16	1	+	33	6	6	23	1	4839	4853
chr11	41810247	41810259	41810249	41810261	4581	4581	6042	6045	33	34	0	-	18	12	12	0	1	5545	5545
chr11	48734289	48734295	48734289	48734295	5687	5696	6042	6052	28	31	1	+	19	6	6	277	0	0	0
chr11	48916752	48916900	48916752	48916900	4790	4790	6052	6053	6	8	2	+	27	10	10	15	0	0	0
chr11	48923370	48923370	48923370	48923370	4790	4790	6052	6054	11	11	0	+	27	10	10	14	0	0	0
chr11	50655061	50655061	50655061	50655061	5452	5452	6059	6059	5	5	0	+	34	14	14	4	0	0	0
chr11	50653266	50653266	50653266	50653266	5452	5452	6046	6059	7	10	3	+	34	17	17	5	0	0	0
chr11	54961719	54961960	54961719	54961960	5419	5419	6033	6033	3	6	0	-	8	6	6	35	1	5677	5670
chr11	55058967	55059006	55058967	55059006	5932	5932	6048	6049	6	10	0	-	23	6	6	2604	0	0	0
chr11	58404365	58404375	58404370	58404375	4546	4550	6040	6043	18	22	4	+	16	8	8	1	0	0	0
chr11	67831576	67831589	67831576	67831589	1	2	6048	6056	5	6	0	+	29	6	6	1	0	0	0
chr11	86128334	86128371	86128334	86128371	5947	5947	6038	6040	15	17	0	-	14	13	13	0	0	0	0
chr11	88918084	88918294	88918084	88918294	5905	5905	6034	6034	6	8	0	+	9	7	7	9	0	0	0
chr11	89161372	89161885	89161372	89161885	5966	5966	6038	6038	3	11	0	+	13	20	18	29	0	0	0
chr11	91161262	91161711	91161262	91161711	5875	5876	6041	6041	1	12	0	-	16	6	6	0	0	0	0
chr11	94951203	94951205	94951205	94951221	1929	1929	6058	6059	1	16	2	+	34	9	9	18	0	0	0
chr11	98325563	98325564	98325563	98325564	5954	5955	6051	6053	9	9	0	-	26	10	10	0	0	0	0
chr11	118336332	118336417	118336332	118336417	5995	5995	6041	6042	7	7	0	-	16	15	15	57	0	0	0
