11	14411234
10	92623097
10	129472498
10	45182685
10	69492198
10	2610895
13	70863452
13	85282223
12	118999725
12	18100846
15	55185169
15	53202531
21	33806193
16	25063908
16	77488677
16	49024974
18	22662033
18	6775682
18	58783636
18	66744098
18	14350217
1	56533924
1	79524746
1	72247668
1	152185463
1	222381848
1	37635348
3	1526316
3	20541492
3	187363445
3	37448855
3	179705012
3	27568826
3	46812991
2	123526856
2	212615771
2	105587243
2	124131957
2	138011966
5	39195488
5	158552912
5	99251428
5	11777121
5	83501256
5	130253552
5	46245435
5	128639967
4	181730560
4	97284417
4	36430658
4	165119574
4	96390348
4	175744269
4	80623891
4	181969430
4	64192442
4	165933274
7	42857568
7	136741339
7	89214007
7	51756910
7	28538639
6	126011043
6	95279685
9	94388776
9	108964880
9	105071240
X	117047065
X	99621662
X	139203588
X	93050685
X	113488502
14	98685232
14	86458033
14	20428148
14	106573005
14	83430681
