20	22959395
20	16256930
20	7886347
21	16044897
22	29065924
1	240767808
1	217604456
1	49594512
1	187967326
1	69172089
1	72248537
1	153406269
1	83588766
1	197008501
3	716640
3	97013729
3	132535102
3	111961679
2	132689888
2	145829924
2	214798077
2	143620080
2	165285750
2	203832472
2	72969469
5	152210921
5	22328345
4	144516544
4	80613281
4	71216325
4	61529224
4	98127340
4	130589035
4	29603596
4	112841933
4	129504816
4	32336917
4	17052924
4	129623102
7	52632162
7	50227803
7	69047884
7	97143562
7	13786295
6	112802912
6	104023553
6	31269959
6	39306248
6	62013353
6	162060544
6	72839663
6	115634192
6	122212275
6	100115543
6	110407260
9	83383218
9	118101454
8	58673312
8	139565925
8	118183530
8	104931916
8	132703214
8	32890232
X	83079401
X	11732077
X	66700622
X	112662512
X	19250683
X	138277564
X	31829564
11	55681929
11	127975713
11	47806640
11	21878471
10	86673952
10	18344417
10	86457043
10	97373193
10	78453095
13	32269778
13	91825786
13	52648270
12	127391300
14	33985392
14	41531569
14	79715507
14	47126006
17	45069564
16	62476448
16	60245906
16	63108885
19	5278194
18	2300819
18	59157276
